SMILES,pIC50,QED,SA_Score,Mol_Weight,LogP,TPSA,Lipinski_Violations,Toxicophore,Comment,combined_score
COc1c(OC)c(O)c2c(=O)cc(C)oc2c1Cl,6.977028905812987,0.9077970790742982,1.0,270.66799999999995,2.477620000000001,68.9,0,0,Passed all filters with QED optimization,8.792623063961583
NS(=O)(=O)c1ccc(N2CCN=C2c2cccc(Cl)c2)cc1,6.917158135336554,0.9343036451500741,1.0,335.81600000000003,2.2542,75.76,0,0,Passed all filters with QED optimization,8.785765425636702
O=C(O)Cc1cccc(-c2ccn(C(F)F)c(=O)c2)c1,6.909534421993542,0.9351942786576077,1.0,279.24199999999996,2.5375000000000005,59.3,0,1,Passed all filters with QED optimization,8.779922979308758
NS(=O)(=O)c1ccc(N2CCN=C2c2ccc(F)c(F)c2)cc1,6.921586311584899,0.9290170185106418,1.0,337.351,1.8790000000000002,75.76,0,0,Passed all filters with QED optimization,8.779620348606182
CS(=O)(=O)Nc1cc2c(cc1Sc1cccc(F)c1)C(=O)CC2,6.941653152566329,0.9159694487363952,1.0,351.42400000000015,3.4773000000000023,63.24,0,0,Passed all filters with QED optimization,8.77359205003912
CS(=O)(=O)Nc1ccncc1Oc1ccc(Br)cc1,6.916565786817183,0.9266614743323452,1.0,343.202,3.007900000000001,68.29,0,0,Passed all filters with QED optimization,8.769888735481874
C=Cc1cncc(-c2ccc(C(C)C(=O)O)cc2)c1,6.955334179471545,0.9055963246720918,1.0,253.301,3.5797000000000017,50.19,0,1,Passed all filters with QED optimization,8.766526828815728
Cc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1C,6.993363273176097,0.8862341002747163,1.0,345.34600000000006,3.703540000000001,71.09,0,0,Passed all filters with QED optimization,8.76583147372553
CC(C(=O)O)c1ccc(-c2ccn(C(F)F)c(=O)c2)cc1,6.87995256327848,0.9419464530209087,1.0,293.26899999999995,3.0985000000000014,59.3,0,1,Passed all filters with QED optimization,8.763845469320298
COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CC3(CC3)C2)cc1,6.948255025059667,0.9060853331600691,1.0,355.4590000000002,3.8274000000000026,69.39,0,0,Passed all filters with QED optimization,8.760425691379805
O=C(O)[C@H]1C[C@](O)(c2ccccc2)[C@@H](c2ccccc2)O1,6.942068629404678,0.90841428140647,1.0,284.31100000000004,2.4890000000000008,66.76,0,1,Passed all filters with QED optimization,8.758897192217617
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,6.946221414402491,0.9034245288795607,1.0,282.221,3.542200000000001,62.22,0,1,Passed all filters with QED optimization,8.753070472161612
Cc1cccc(C2=NCCN2c2ccc(S(C)(=O)=O)cc2)c1,6.99719446214609,0.8749545661876807,1.0,314.4100000000001,2.6653200000000012,49.74,0,0,Passed all filters with QED optimization,8.747103594521452
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,6.9821221830123354,0.8810778082204156,1.0,230.26299999999998,3.036500000000001,46.53,0,1,Passed all filters with QED optimization,8.744277799453167
Cc1cc(=O)c(C(C)C)c(-c2ccc(S(C)(=O)=O)cc2)o1,6.9965706253489355,0.8735486865863595,1.0,306.38300000000004,3.142120000000002,64.35,0,0,Passed all filters with QED optimization,8.743667998521655
N#Cc1cc(/C=C/S(N)(=O)=O)cc(C(=O)c2ccccc2)c1,6.995369505044576,0.8728241900130109,1.0,312.34999999999997,2.04848,101.01999999999998,0,0,Passed all filters with QED optimization,8.741017885070598
CC(C)(C)c1cc(NN2CCC=N2)cc2c1OCC2(C)C,6.938186551552858,0.9013605265979244,1.0,287.40700000000004,3.672500000000003,36.86,0,0,Passed all filters with QED optimization,8.740907604748706
Cc1ccc(Nc2cnccc2NS(C)(=O)=O)cc1,6.936570837471148,0.9004399933554232,1.0,277.34900000000005,2.5051200000000007,71.09,0,0,Passed all filters with QED optimization,8.737450824181995
O=S(=O)(Nc1ccncc1Sc1ccccc1)C(F)(F)F,6.8764310537185445,0.9296754539976579,1.0,334.344,3.494300000000001,59.06,0,0,Passed all filters with QED optimization,8.73578196171386
[2H]C([2H])([2H])c1cc2c(c(C([2H])([2H])[2H])c1)OC(C(F)(F)F)C(C(=O)O)=C2,6.88049189945837,0.9237720002126623,1.0,278.2586106679999,3.0947400000000007,46.53,0,1,Passed all filters with QED optimization,8.728035899883695
Cc1ccccc1Nc1cnccc1NS(C)(=O)=O,6.925397481316874,0.9004399933554232,1.0,277.34900000000005,2.50512,71.09,0,0,Passed all filters with QED optimization,8.726277468027721
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,6.982653284876058,0.8701839218107902,1.0,331.35300000000007,1.5809999999999997,99.6,0,1,Passed all filters with QED optimization,8.723021128497638
NS(=O)(=O)c1ccc(N2N=C(/C=C/c3ccc(Cl)cc3)CCC2=O)cc1,6.983549297973738,0.8696548168145888,1.0,389.86400000000015,3.183600000000002,92.83000000000001,0,1,Passed all filters with QED optimization,8.722858931602916
O=C(NS(=O)(=O)c1ccc(Br)cc1)c1ccccn1,6.867761022711745,0.9260410466620501,1.0,341.18600000000004,1.9627999999999997,76.13,0,1,Passed all filters with QED optimization,8.719843116035845
CS(=O)(=O)c1ccc(C2=C(c3cccc(F)c3)C(=O)CC2)cc1,6.98735056541052,0.8652882563050843,1.0,330.3800000000001,3.502900000000002,51.21,0,0,Passed all filters with QED optimization,8.71792707802069
CC(C(=O)O)c1ccccc1-c1ccn(C(F)F)c(=O)c1,6.832234984301454,0.9419464530209087,1.0,293.269,3.0985000000000014,59.3,0,1,Passed all filters with QED optimization,8.716127890343271
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2O)cc1,6.973973282821171,0.8691983448909395,1.0,330.36100000000005,1.8760999999999999,80.67,0,1,Passed all filters with QED optimization,8.71236997260305
Cc1c(Cl)cc2c(c1C)O[C@H](C(F)(F)F)C(C(=O)O)=C2,6.992590069718187,0.8593028488679403,1.0,306.667,3.748140000000001,46.53,0,1,Passed all filters with QED optimization,8.711195767454067
CS(=O)(=O)Nc1cc2c(cc1Sc1ccncc1)C(=O)CC2,6.847977680109556,0.9302015478144765,1.0,334.42200000000014,2.733200000000001,76.13,0,0,Passed all filters with QED optimization,8.70838077573851
CC1(C)C(=O)C(c2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,6.974352262303775,0.8655834351686253,1.0,326.4170000000001,3.6098000000000026,51.21,0,0,Passed all filters with QED optimization,8.705519132641026
CS(=O)(=O)Nc1cc2c(cc1Sc1nccs1)C(=O)CC2,6.849746946767726,0.926008959067424,1.0,340.45100000000014,2.7947000000000015,76.13,0,0,Passed all filters with QED optimization,8.701764864902573
O=C(O)[C@H]1C[C@](O)(c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)O1,6.939233008109708,0.881046684607519,1.0,353.201,3.7958000000000016,66.76,0,1,Passed all filters with QED optimization,8.701326377324746
Cc1nnc(/N=C2\NC(=O)/C(=C/c3ccc(F)cc3)S2)s1,6.970152499496401,0.8640950454958188,1.0,320.374,2.877220000000001,67.24000000000001,0,1,Passed all filters with QED optimization,8.69834259048804
Cc1c(Cl)ccc2c1C=C(C(=O)O)C(C(F)(F)F)O2,6.970835468032971,0.8622648473523112,1.0,292.64,3.439720000000001,46.53,0,1,Passed all filters with QED optimization,8.695365162737593
COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1,6.826211597775035,0.933946968275401,1.0,329.4210000000001,3.4373000000000022,69.39,0,0,Passed all filters with QED optimization,8.694105534325837
COc1ccc2cc(C(C)C(=O)O)ccc2c1,6.931108926767067,0.8810778082204156,1.0,230.26299999999998,3.036500000000001,46.53,0,1,Passed all filters with QED optimization,8.693264543207897
CC(C(=O)O)c1ccc(-c2ccccc2)cc1,6.953695462309854,0.8686530594285218,1.0,226.275,3.5417000000000014,37.3,0,1,Passed all filters with QED optimization,8.691001581166898
CC(C(=O)O)c1ccc(C[C@@H]2CCC[C@@H]2O)cc1,6.968613173595636,0.8606604129123266,1.0,248.32199999999995,2.5782000000000007,57.53,0,1,Passed all filters with QED optimization,8.689933999420289
CC(C)(O)COc1ncc(C(F)(F)F)cc1-c1ccc(S(C)(=O)=O)cc1,6.987218236675032,0.8490242716025072,1.0,389.3950000000001,3.3206000000000016,76.49000000000001,0,0,Passed all filters with QED optimization,8.685266779880045
CC(=O)N1N=C(c2ccc(S(C)(=O)=O)cc2)CC1c1ccc(C)cc1,6.984274714697095,0.8486187739948214,1.0,356.44700000000006,3.0961200000000018,66.81,0,1,Passed all filters with QED optimization,8.681512262686738
